autocorrelation,dataset,hurst,kurtosis,mean_f1,mean_precision,mean_recall,model,non-linearity,num_windows,seasonality,skewness,trend
0.8659487706885229,synthetic_1,0.9188985833956748,-1.4969346392392282,0.7050954687277744,0.9974207811348564,0.5500235404896422,knn,19258291.532696746,12.0,0.00011550547214700393,-0.008316093250671975,0.9867094517208328
0.7019585510421866,synthetic_10,1.0054892005720362,-1.424965622985324,0.7480339333087822,0.9932478985806809,0.6034604519774012,knn,139405752.25284973,12.0,0.00046349394365186036,0.009759470954171498,0.5380133382771624
0.9486924413929262,synthetic_100,1.0342913312907385,-1.0805828196807823,1.0,1.0,1.0,knn,9930352032710.502,12.0,-7.607227835437769e-06,0.07369680898457379,-387.3737145097618
0.6862065726907749,synthetic_11,0.9828499934361812,-0.033851461847827384,0.9770410636420592,1.0,0.956379472693032,knn,8939886553.776575,12.0,-9.304548997368656e-05,0.2625131936588558,-425.9164462964108
0.4900477987428914,synthetic_12,1.017120300394882,-1.4465203051239766,0.7040741151839511,1.0,0.5458333333333333,knn,36812354.15408783,12.0,-0.0002599937260654439,-0.01120072540354868,0.8294102806657633
0.5696195911961359,synthetic_13,0.9904376621327822,0.4245979276249741,0.9935157421289356,1.0,0.9873822975517892,knn,5012027040.530295,12.0,3.105499259448141e-05,0.29966437035465604,-509.91104025248063
0.9241216117026536,synthetic_14,1.0571285712777694,-0.8941504765294392,0.99424027302588,1.0,0.9887005649717512,knn,232270018680.9483,12.0,-2.6665133332937074e-05,0.21497524490354167,-350.2350884697465
0.8514970643966174,synthetic_15,1.0935501973166342,-1.4330668972942529,0.7346359168727931,1.0,0.5824152542372882,knn,248895256.381634,12.0,0.0004957473083641029,-0.010442275552699824,0.4528499553455904
0.9104092942192402,synthetic_16,1.0333246170371386,-0.7776122819727873,0.997850967678554,1.0,0.9957627118644068,knn,67481045892.98901,12.0,1.4816142803741885e-05,0.1357610601803907,-203.5965018559636
0.6684019537096053,synthetic_17,1.0454544260106513,-0.9608361587171448,0.9897884379285308,1.0,0.9802730696798492,knn,452167845.18237305,12.0,0.00031636468176987615,0.09312145183508977,-27.42091237556381
0.8473693454553369,synthetic_18,1.064224276169437,-0.7174495534893675,0.6628746206269981,1.0,0.4992937853107344,knn,35469652295.874146,12.0,3.4605946805266186e-05,0.08353531446392153,-190.01109655956174
0.4845158660905238,synthetic_19,1.0482036660718248,-1.2627530769001265,0.9921155929350984,1.0,0.9845103578154424,knn,248162687.61461765,12.0,0.0007603489732830315,0.01929517465344885,-8.176775747604445
0.798832966101432,synthetic_2,0.9262727821524532,-1.2646628105084543,0.7607754691341199,0.9940476190476192,0.6288606403013183,knn,1011253056.8127588,12.0,-1.7854288798524465e-06,-0.04889020123915832,-3.3252098986779863
0.6764800195918089,synthetic_20,1.03369998108891,-0.5266447886342278,0.6724156789626791,0.9924526817425706,0.5176318267419963,knn,14696257799.27753,12.0,-2.488796249089376e-05,0.1286505579579633,-278.5748650166436
0.9480871565581008,synthetic_21,1.0858355982206276,-0.5519582448639944,0.654634053547097,1.0,0.4881355932203389,knn,763762322588.1262,12.0,-6.6630454034211076e-06,0.2286056778194569,-627.9553936572622
0.8322406928217292,synthetic_22,1.1061571098360663,-1.1535975429691436,0.6881408973866769,0.9973843900397572,0.5303907721280602,knn,1196136158.5281324,12.0,6.524902147164724e-05,0.0030067561377327325,-32.65025202290185
0.7993216633238418,synthetic_23,1.0537015354508923,2.205528797110904,0.9964261566695644,1.0,0.9929613935969868,knn,175119069301.32764,12.0,9.39957878742792e-06,0.7596798452079854,-1545.369254665965
0.6715645630281374,synthetic_24,1.1083423361125577,-1.2222101644932444,0.5295879323670051,1.0,0.3628060263653485,knn,413308608.9228279,12.0,0.0001329780182722784,-0.0010000153293084546,-10.239145324024635
